Id,Lat,Lon,Country,State,LGA,Ward,Population,NESP_ID,Branch_id,Customers,Renewable energy share,Generator capacity (kw),PV size(kW),Battery capacity (kWh),Demand,Electr_type_phase_1,Electr_type_phase_2,Electr_type_phase_3,Distance_m
40772,5.762402933442254,13.074525060565906,Nigeria,Sokoto,Rabah,GANDI \A\,1101.5584390000,6902,40,225,69.200000000000003,52,58,120,78,none,none,grid,12430
40779,5.472758942986031,13.086506211410047,Nigeria,Sokoto,Rabah,RIJI/MAIKUJERA,3163.5407660000,6909,18,646,78.500000000000000,203,228,672,276,none,grid,grid,2480
40780,6.494924581011055,13.095000786288521,Nigeria,Sokoto,Isa,SHANAWA,4542.0805930000,6910,66,927,70.299999999999997,358,410,1112,457,mini-grid,intercon,intercon,19530
40781,5.138346882112937,13.083466686769848,Nigeria,Sokoto,Wamako,G/BUBU/G/YARO,1233.5461530000,6911,129,252,66.299999999999997,109,116,256,119,none,grid,grid,12570
40784,5.383420681395103,13.092969362280215,Nigeria,Sokoto,Rabah,GAWAKUKE,1876.6056010000,6914,6,383,51.899999999999999,122,112,192,163,mini-grid,intercon,intercon,8370
40786,6.529644642192521,13.105177028650028,Nigeria,Sokoto,Isa,GEBE \A\,2554.2687340000,6916,75,521,71.299999999999997,131,130,304,189,none,grid,grid,24780
40787,5.164526699900251,13.093861673365428,Nigeria,Sokoto,Wamako,G/BUBU/G/YARO,1231.5153140000,6917,129,251,66.200000000000003,95,110,256,129,none,grid,grid,4630
40788,4.956100451411555,13.091582576941239,Nigeria,Sokoto,Wamako,BUNKARI,1016.6474260000,6918,89,207,69.200000000000003,51,54,120,75,none,none,grid,11430
40790,4.752648704958903,13.094350959095443,Nigeria,Sokoto,Silame,GANDE WEST,6095.4930070000,6920,145,1244,74.299999999999997,302,368,760,445,mini-grid,mini-grid,intercon,9690
40791,5.188486816256534,13.100395968216798,Nigeria,Sokoto,Sokoto North,G/BUBU/G/YARO,2463.7204210000,6921,129,503,67.299999999999997,191,212,552,250,none,grid,grid,1870
40793,4.713927414903656,13.095630662891152,Nigeria,Sokoto,Silame,SORO YAMMA,2085.1173340000,6923,145,426,45.799999999999997,144,90,224,181,none,mini-grid,intercon,15470
40799,5.443709028431558,13.117661067697911,Nigeria,Sokoto,Rabah,GAWAKUKE,2524.1934860000,6929,12,515,62.700000000000003,198,212,448,249,none,grid,grid,9970
40800,5.637293147403803,13.118297299761327,Nigeria,Sokoto,Rabah,TURSA,1409.6854760000,6930,32,288,68.500000000000000,68,64,152,101,none,none,grid,21500
40801,6.536728832371732,13.131336562475379,Nigeria,Sokoto,Isa,GEBE \A\,7721.8845280000,6931,75,1576,65.099999999999994,473,472,1040,640,mini-grid,intercon,intercon,21650
40802,5.409338706528525,13.116689158726984,Nigeria,Sokoto,Rabah,GAWAKUKE,821.0071440000,6932,12,168,59.000000000000000,60,64,128,81,none,grid,grid,6810
40803,4.732793870301324,13.107694937762313,Nigeria,Sokoto,Silame,SORO YAMMA,766.1869643000,6933,145,156,70.900000000000006,61,80,184,74,none,none,grid,13310
40804,5.501481211316488,13.124873674731859,Nigeria,Sokoto,Rabah,RABAH,9827.8530360000,6934,12,2006,66.599999999999994,762,836,2120,1011,mini-grid,intercon,intercon,6520
40808,5.361202031193948,13.121942657109253,Nigeria,Sokoto,Wurno,ALKAMMU/GYELGYEL,6098.9682030000,6938,3,1245,71.400000000000006,328,304,704,431,none,grid,grid,3750
40809,6.401303824078765,13.134035165619922,Nigeria,Sokoto,Isa,ISA SOUTH,3822.7151130000,6939,66,780,74.599999999999994,197,208,480,265,none,grid,grid,8110
40811,4.845775856502073,13.115641555903901,Nigeria,Sokoto,Binji,GANDE EAST,1344.9006800000,6941,78,274,78.900000000000006,76,74,200,100,none,none,grid,3830
40812,4.900855995875154,13.121052924403282,Nigeria,Sokoto,Binji,BUNKARI,4013.9977080000,6942,89,819,71.299999999999997,245,264,664,333,none,none,grid,2970
40815,4.818541495063794,13.12250707160705,Nigeria,Sokoto,Binji,SORO GABAS,2053.8804290000,6945,78,419,78.599999999999994,138,146,416,175,none,mini-grid,intercon,11030
40816,4.951865112383958,13.129106414091906,Nigeria,Sokoto,Binji,MAIKULKI,1025.6633190000,6946,89,209,73.799999999999997,50,52,128,75,none,none,grid,9040
40818,4.784594063883166,13.126825844524792,Nigeria,Sokoto,Binji,SORO YAMMA,1875.7835560000,6948,78,383,68.799999999999997,121,120,288,159,none,mini-grid,intercon,13140
40820,5.374798219610149,13.138147549692842,Nigeria,Sokoto,Wurno,ALKAMMU/GYELGYEL,3036.6076530000,6950,6,620,65.299999999999997,244,286,632,321,none,grid,grid,2980
40821,5.458770770595693,13.146553655849885,Nigeria,Sokoto,Rabah,RABAH,2594.1600750000,6951,12,529,69.799999999999997,161,162,408,214,none,grid,grid,6210
40823,6.440956804789015,13.160846334610397,Nigeria,Sokoto,Isa,BARGAJA,9344.8008540000,6953,66,1907,77.900000000000006,436,462,1400,663,mini-grid,intercon,intercon,7480
40824,6.521097113282974,13.159786719984881,Nigeria,Sokoto,Isa,GEBE \B\,12149.2836600000,6954,75,2479,66.400000000000006,803,806,1704,1025,mini-grid,intercon,intercon,15020
40828,4.812276458159146,13.141679632086701,Nigeria,Sokoto,Binji,SORO GABAS,1585.0469090000,6958,78,323,71.799999999999997,76,80,192,112,none,none,grid,9670
40832,4.83466248837194,13.147726792287555,Nigeria,Sokoto,Binji,SORO GABAS,3372.0411020000,6962,78,688,71.400000000000006,184,174,384,242,none,mini-grid,intercon,6940
40833,6.358276656734168,13.165883135073777,Nigeria,Sokoto,Isa,KATURU,6592.4459720000,6963,66,1345,81.299999999999997,325,362,1016,509,mini-grid,intercon,intercon,8640
40834,6.337491934395799,13.169780310779956,Nigeria,Sokoto,Isa,ISA SOUTH,3986.0493040000,6964,66,813,71.500000000000000,207,196,472,303,none,grid,grid,5300
40835,5.833403846749244,13.166651060229725,Nigeria,Sokoto,Goronyo,S/GARI DOLE/DAN/TASAKKO,3874.6414860000,6965,53,791,79.799999999999997,204,218,552,267,none,grid,grid,2340
40836,5.174212987350301,13.176596321562721,Nigeria,Sokoto,Wamako,G/HAMIDU/G/KAYA,3292.8958500000,6966,133,672,67.299999999999997,253,274,712,326,mini-grid,mini-grid,intercon,7070
