,Unnamed: 0,index,Id,Lon,Lat,Country,State,LGA,Ward,Population,NESP_ID,Branch_id,Customers,Renewable energy share,Generator capacity (kw),PV size(kW),Battery capacity (kWh),Demand,Electr_type_phase_1,Electr_type_phase_2,Electr_type_phase_3,Distance_m,demand_cat_4,demand_cat_2
799,1082,378,39140,9.463857729,9.284899746,Nigeria,Plateau,Pankshin,WOKKOS,1492.293665,4473,289,282,68.5,67,78,152,105,none,none,grid,5630,3,0
800,1038,334,38957,9.100946337,9.694620633,Nigeria,Plateau,Mangu,KADUNU,1492.293665,4290,254,282,70.9,79,104,240,110,none,grid,grid,24090,3,0
801,1407,159,34527,3.288769832,6.871373017,Nigeria,Ogun,Ewekoro,SUNREN,1491.135097,5903,658,249,59.1,98,118,224,124,none,mini-grid,intercon,10060,3,0
802,1362,114,34287,3.025575274,6.533700095,Nigeria,Ogun,Ado-Odo/Ota,ILOGBO-ARAROMI,1491.135097,5663,617,249,59.3,97,118,224,125,none,mini-grid,intercon,8860,3,0
803,1482,234,35018,4.396956455,6.504255563,Nigeria,Ogun,Ogun waterside,ABIGI,1491.135097,6394,694,249,66.1,55,72,144,86,none,none,grid,27370,2,0
804,1376,128,34364,2.997814194,6.529019108,Nigeria,Ogun,Ado-Odo/Ota,ERE,1491.135097,5740,617,249,60.2,99,118,240,118,none,none,grid,8720,3,0
805,1318,70,34146,3.071316621,6.850823387,Nigeria,Ogun,Ifo,ABALABI,1491.135097,5522,632,249,64.1,83,122,240,114,none,grid,grid,5010,3,0
806,1306,58,34118,3.249701537,6.811359337,Nigeria,Ogun,Ifo,OSOSUN,1491.135097,5494,638,249,72.6,96,132,352,120,none,grid,grid,13860,3,0
807,1642,134,40709,4.833381666,12.97359317,Nigeria,Sokoto,Silame,LABANI,1490.858894,6839,13,304,72,78,72,208,106,none,grid,grid,16100,3,0
808,723,19,38210,9.646280361,8.563970656,Nigeria,Plateau,Shendam,KURUNGBAU (B),1489.478017,3543,292,281,64.1,90,96,192,120,none,none,grid,28240,3,0
809,584,281,32264,4.155467525,10.59401906,Nigeria,Niger,Borgu,KABE/PISSA,1489.231592,1784,-,257,69.3,66,68,144,92,none,none,grid,115310,2,0
810,526,223,31992,6.913638354,10.50329735,Nigeria,Niger,Shiroro,KUSHAKA/KUREBE,1487.789104,1512,-,257,70.2,69,64,152,90,none,none,mini-grid,53080,2,0
811,1364,116,34338,3.111431716,6.632257055,Nigeria,Ogun,Ado-Odo/Ota,ATAN,1486.874711,5714,637,248,60,97,122,224,124,none,none,grid,4980,3,0
812,1435,187,34675,2.865413499,6.535060969,Nigeria,Ogun,Ipokia,IPOKIA  I,1486.874711,6051,602,248,66.7,76,90,200,105,none,none,grid,6010,3,0
813,1889,381,41236,6.345831555,13.6167634,Nigeria,Sokoto,Sabon Birni,S/BIRNI EAST,1483.908503,7366,67,303,74.1,90,102,272,122,none,none,grid,11720,3,0
814,1095,391,39222,8.753393294,9.576154588,Nigeria,Plateau,Riyom,RIM,1483.84672,4555,219,280,75.5,76,114,264,106,none,mini-grid,intercon,5990,3,0
815,1446,198,34695,2.832477259,6.500036604,Nigeria,Ogun,Ipokia,MAUNI I,1482.614325,6071,629,247,58.2,96,108,216,133,none,none,grid,5380,3,0
816,1422,174,34638,2.784686468,7.372047955,Nigeria,Ogun,Egbado North,IDOFA,1482.614325,6014,651,247,68.9,60,76,144,89,none,grid,grid,7770,2,0
817,1396,148,34456,3.064330828,6.773627194,Nigeria,Ogun,Egbado South,IWOYE,1482.614325,5832,616,247,62.1,95,120,240,127,none,grid,grid,15650,3,0
818,1652,144,40728,5.038516298,13.005844,Nigeria,Sokoto,Wamako,GWAMATSE,1482.453172,6858,95,303,70.9,76,80,176,120,none,grid,grid,8720,3,0
819,1437,189,34679,2.794759326,6.56184045,Nigeria,Ogun,Ipokia,IPOKIA  II,1478.353939,6055,684,246,68.2,78,90,208,105,none,grid,grid,4950,3,0
820,953,249,38725,9.089650715,9.284943593,Nigeria,Plateau,Bokkos,TANGUR,1478.215423,4058,259,279,70.2,79,112,216,111,mini-grid,intercon,intercon,11930,3,0
821,876,172,38500,9.243853961,9.683668012,Nigeria,Plateau,Mangu,"KARDAM \""B\""",1477.197814,3833,267,279,60.7,82,84,176,120,none,none,grid,12120,3,0
822,1802,294,41064,6.393669473,13.44474888,Nigeria,Sokoto,Sabon Birni,TARA,1476.958111,7194,73,301,72.3,69,82,168,110,none,none,grid,4470,3,0
823,150,150,10583,8.654529009,6.787977522,Nigeria,Cross River,Yala,OBORU/OYE,1475.542599,393,574,434,66,172,226,432,217,none,mini-grid,intercon,11710,4,1
824,1813,305,41085,6.268428404,13.46481597,Nigeria,Sokoto,Sabon Birni,KURUWA,1473.482916,7215,64,301,77.1,71,76,216,110,none,mini-grid,intercon,15790,3,0
825,1848,340,41158,4.654195028,13.51675396,Nigeria,Sokoto,Gudu,BALLE,1471.639657,7288,123,300,73.1,90,96,272,130,none,none,grid,6280,3,0
826,663,360,33178,7.138434882,9.184607798,Nigeria,Niger,Gurara,KURMIN SARKI,1470.0157,2698,357,253,63.8,102,116,248,121,none,grid,grid,5070,3,0
827,1999,491,41608,5.390708797,13.41120252,Nigeria,Sokoto,Gawabawa,SALAME,1470.00772,7738,10,300,66,75,62,152,104,none,none,grid,2510,3,0
828,1011,307,38890,9.814631147,8.870893368,Nigeria,Plateau,Langtang North,NYER,1469.768478,4223,197,277,73.7,69,76,184,98,none,none,grid,9100,2,0
829,1080,376,39135,9.468004576,9.160945477,Nigeria,Plateau,Pankshin,PANKSHIN  SOUTH (BELNING),1466.952829,4468,293,277,67.9,66,72,152,97,none,none,grid,14010,2,0
830,1447,199,34696,2.820454532,6.50035029,Nigeria,Ogun,Ipokia,MAUNI I,1465.572781,6072,629,244,56.5,95,108,192,119,none,none,grid,5230,3,0
831,1062,358,39051,9.427961941,9.053184137,Nigeria,Plateau,Mikang,KOENOEM \B\,1464.137181,4384,283,276,67.2,69,68,152,102,none,none,grid,15970,3,0
832,1244,540,39979,9.517886178,8.689203496,Nigeria,Plateau,Shendam,KALONG,1464.137181,5312,288,276,68.2,66,72,152,103,none,none,grid,22000,3,0
833,965,261,38762,9.241939243,9.888332961,Nigeria,Plateau,Jos East,ZANDI,1464.137181,4095,244,276,74.6,74,80,208,103,none,none,grid,39300,3,0
834,1132,428,39369,9.313150859,9.205468396,Nigeria,Plateau,Pankshin,LANKANG,1464.137181,4702,281,276,67.9,68,70,152,99,none,none,grid,15290,2,0
835,1162,458,39517,9.833359197,9.315375316,Nigeria,Plateau,Kanam,GUMSHER,1464.137181,4850,191,276,72.6,74,116,240,112,none,mini-grid,intercon,5020,3,0
836,1075,371,39127,9.522431064,9.40306346,Nigeria,Plateau,Kanke,PANKSHIN  CHIGWONG,1461.321532,4460,295,276,68.2,69,74,160,99,none,mini-grid,intercon,5380,2,0
837,5,5,10221,8.226130461,5.022306182,Nigeria,Cross River,Odukpani,CREEK TOWN I,1460.88519,31,529,430,70.3,167,246,560,209,none,grid,grid,3790,4,1
838,95,95,10458,8.520401273,6.209867821,Nigeria,Cross River,Ikom,NTA/NSELLE,1460.88519,268,548,430,73.1,167,232,568,225,none,mini-grid,intercon,14230,4,1
839,1982,474,41495,5.296918929,12.87267306,Nigeria,Sokoto,Dange-Shuni,RUDU/AMANAWA,1459.582134,7625,143,298,77.6,74,76,216,111,none,none,grid,4220,3,0
840,974,270,38787,9.86655074,9.5921784,Nigeria,Plateau,Kanam,GAGDIB,1458.505884,4120,311,275,72.3,68,72,184,95,none,none,grid,34240,2,0
841,1434,186,34672,2.945108923,7.368818028,Nigeria,Ogun,Egbado North,IDI AYIN,1457.052009,6048,612,243,68.3,67,108,192,97,none,grid,grid,11050,2,0
842,79,79,10425,8.579943069,6.050554796,Nigeria,Cross River,Ikom,NDE,1456.291211,235,565,428,66.1,189,226,448,214,mini-grid,mini-grid,intercon,8670,4,1
843,1811,303,41082,5.4063299,13.44579899,Nigeria,Sokoto,Gawabawa,SALAME,1456.106938,7212,166,297,70.8,72,76,160,104,none,none,grid,2550,3,0
844,1993,485,41598,5.192609419,13.36853369,Nigeria,Sokoto,Gawabawa,ATAKWANYO,1456.106938,7728,120,297,68.9,71,74,160,110,none,none,grid,5490,3,0
845,460,157,31764,6.669901145,9.722381726,Nigeria,Niger,Shiroro,PINA,1455.603782,1284,331,251,71.3,62,72,152,91,none,grid,grid,10460,2,0
846,1883,375,41223,5.496563979,13.59120582,Nigeria,Sokoto,Illela,G/ HAMMA,1455.350033,7353,151,297,74.5,76,80,176,100,none,none,grid,15130,2,0
847,673,370,33352,5.661649714,9.924473769,Nigeria,Niger,Mashegu,MASHEGU,1450.799809,2872,383,250,75.1,61,70,168,85,none,none,grid,6250,2,0
848,1929,421,41298,5.540609545,13.67985957,Nigeria,Sokoto,Gada,KADASSAKA,1449.751611,7428,151,296,71.6,71,72,168,98,none,none,grid,6270,2,0
849,1529,21,40467,4.676557793,12.15254789,Nigeria,Sokoto,Tambuwal,KEBBE WEST,1449.610441,6597,90,296,71.6,72,78,184,108,none,none,grid,7730,3,0
850,1943,435,41322,5.659279398,13.70822721,Nigeria,Sokoto,Gada,GADA,1449.435569,7452,36,296,61.1,69,58,128,105,none,none,grid,7030,3,0
851,671,368,33350,5.248307202,11.31099685,Nigeria,Niger,Rijau,SENCHI,1445.995836,2870,364,249,71.9,58,68,152,86,none,grid,grid,1450,2,0
852,1237,533,39903,9.025928002,9.818295067,Nigeria,Plateau,Jos East,FURSUM,1444.427642,5236,257,273,64.2,89,90,184,111,none,none,grid,6290,3,0
853,24,24,10304,8.271678347,5.406796407,Nigeria,Cross River,Akamkpa,UYANGA,1442.509275,114,533,424,65.6,127,154,376,180,none,none,grid,4340,3,1
854,87,87,10442,8.999004849,6.130142919,Nigeria,Cross River,Boki,ABO,1442.509275,252,472,424,67.8,167,226,456,216,none,mini-grid,intercon,16710,4,1
855,2036,528,41807,4.782935523,12.93431101,Nigeria,Sokoto,Silame,LABANI,1442.206156,7937,13,294,68.1,69,72,152,102,none,grid,grid,10200,3,0
856,640,337,32736,6.018419068,11.0700177,Nigeria,Niger,Mariga,KONTOKORO,1441.191863,2256,384,248,71.3,61,66,152,90,none,none,grid,95620,2,0
857,686,383,33574,5.799644003,8.776482946,Nigeria,Niger,Mokwa,MUREGI,1441.191863,3094,386,248,78.8,69,102,272,104,none,mini-grid,intercon,38870,3,0
858,1820,312,41103,4.987806308,13.46819209,Nigeria,Sokoto,Tangaza,MAGONHO,1440.932681,7233,109,294,79.5,68,72,224,105,none,none,grid,5140,3,0
859,808,104,38362,8.840332375,9.221309653,Nigeria,Plateau,Bokkos,DAFFO,1439.287833,3695,230,272,67.7,85,100,208,112,none,mini-grid,intercon,19530,3,0
860,987,283,38807,10.02722174,9.310137507,Nigeria,Plateau,Wase,JARMAI,1438.796345,4140,218,271,71.4,75,108,224,105,none,mini-grid,intercon,10820,3,0
861,1127,423,39354,9.139857203,8.907845925,Nigeria,Plateau,Qua''an Pan',BWALL,1438.796345,4687,261,271,69.8,66,76,152,96,none,none,grid,15360,2,0
862,1978,470,41415,5.048549095,12.86256233,Nigeria,Sokoto,Yabo,BIRNIRUWA,1438.73096,7545,111,294,75.2,73,76,184,101,none,mini-grid,intercon,12710,3,0
863,725,21,38213,9.705255977,8.571607962,Nigeria,Plateau,Langtang South,TURAKI,1435.980696,3546,292,271,68.2,71,68,152,104,none,none,grid,18770,3,0
864,1597,89,40642,5.703910465,12.7987787,Nigeria,Sokoto,Rabah,NASARAWA,1435.598454,6772,42,293,69.8,69,76,160,108,none,none,grid,32320,3,0
865,1605,97,40652,5.199771867,12.82404255,Nigeria,Sokoto,Bodinga,MAZAN GARI/JIRGA MIYO,1435.255765,6782,128,293,66.1,89,98,200,119,none,grid,grid,7750,3,0
866,347,44,31398,6.241821545,9.002710735,Nigeria,Niger,Katcha,BAKEKO,1435.038659,918,428,247,70.3,61,72,144,98,none,none,grid,2750,2,0
867,1299,51,34097,3.002062829,6.773176323,Nigeria,Ogun,Egbado South,AJILETE,1431.243608,5473,616,239,60.5,103,150,264,130,none,grid,grid,11610,3,0
868,1317,69,34144,3.106511567,6.851176757,Nigeria,Ogun,Ifo,ABALABI,1428.401279,5520,638,238,64.5,93,114,264,117,none,grid,grid,6680,3,0
869,346,43,31394,6.01614094,8.991531622,Nigeria,Niger,Edati,KUSOTACHI,1428.079189,914,405,246,65.5,57,64,128,89,none,none,grid,5860,2,0
870,1413,165,34538,4.13512453,6.83289208,Nigeria,Ogun,Ijebu East,OWU,1427.229307,5914,693,238,71.4,58,72,160,83,none,none,grid,9820,2,0
871,1470,222,34915,4.353221379,6.528237145,Nigeria,Ogun,Ogun waterside,ABIGI,1427.229307,6291,694,238,61.4,71,90,168,104,none,mini-grid,intercon,23850,3,0
872,1400,152,34493,3.248837182,6.949091499,Nigeria,Ogun,Ewekoro,ITORI,1427.229307,5869,653,238,61.4,92,110,232,121,none,grid,grid,2670,3,0
873,1808,300,41078,5.551488663,13.45384932,Nigeria,Sokoto,Goronyo,BOYEKAI,1425.354655,7208,17,291,57.2,72,48,136,104,none,none,grid,13880,3,0
874,930,226,38665,9.02950034,9.314779375,Nigeria,Plateau,Bokkos,BOKKOS,1424.718103,3998,255,269,70.6,90,138,272,123,none,none,grid,4160,3,0
875,154,154,10592,8.071672368,5.176921905,Nigeria,Cross River,Odukpani,MBIASE/AYADEHE,1424.133361,402,504,419,72,101,122,248,146,none,none,grid,12290,3,0
876,1044,340,38965,9.129425268,9.335854499,Nigeria,Plateau,Mangu,KERANG,1421.902454,4298,259,268,73.5,72,104,248,102,none,grid,grid,8360,3,0
877,1097,393,39224,8.808413144,9.619911842,Nigeria,Plateau,Riyom,RIYOM,1416.271157,4557,226,267,70.1,72,72,152,93,none,none,grid,7920,2,0
878,99,99,10465,8.93757991,6.256966042,Nigeria,Cross River,Boki,BOJE,1413.919603,275,474,416,63,163,202,392,206,none,grid,grid,4560,4,1
879,1565,57,40568,5.491772951,12.58048087,Nigeria,Sokoto,Tureta,FURA GIRKE,1413.74535,6698,21,289,48.3,113,80,168,140,none,grid,grid,2200,3,0
880,656,353,33005,5.312346612,11.14735637,Nigeria,Niger,Rijau,T/MAGAJIYA,1412.368026,2525,366,244,68.4,75,74,232,101,none,grid,grid,7100,3,0
881,1755,247,40950,5.190680637,13.30321524,Nigeria,Sokoto,Kware,BANKANU/ R KADE,1411.694426,7080,130,288,72.5,71,70,168,102,none,grid,grid,4280,3,0
882,6,6,10228,8.310967165,5.058333237,Nigeria,Cross River,Odukpani,ODUKPANI CENTRAL,1409.877595,38,540,415,61.8,160,232,400,192,none,grid,grid,6480,3,1
883,1585,77,40625,4.860998053,12.71813064,Nigeria,Sokoto,Yabo,SAIDA/GOSHE,1409.775256,6755,80,288,66.7,70,70,144,115,none,none,grid,3050,3,0
884,1687,179,40800,5.637293147,13.1182973,Nigeria,Sokoto,Rabah,TURSA,1409.685476,6930,32,288,68.5,68,64,152,101,none,none,grid,21500,3,0
885,1948,440,41328,5.553499532,13.71769988,Nigeria,Sokoto,Gada,KYADAWA/HOLAI,1409.595101,7458,29,288,86.1,71,74,376,104,none,none,grid,6470,3,0
886,931,227,38668,9.049197542,9.292774534,Nigeria,Plateau,Bokkos,BOKKOS,1407.824212,4001,259,266,72.7,63,70,168,98,none,grid,grid,10740,2,0
887,992,288,38825,9.908184036,9.307115827,Nigeria,Plateau,Kanam,NAMARAN,1407.824212,4158,212,266,68.9,67,76,144,94,none,none,grid,5310,2,0
888,1185,481,39645,10.10233104,8.937190181,Nigeria,Plateau,Wase,KADARKO,1407.824212,4978,189,266,68,67,68,144,90,none,none,grid,35580,2,0
889,962,258,38751,9.207866141,10.00916138,Nigeria,Plateau,Jos East,MAI GEMU,1407.824212,4084,244,266,68.4,64,74,152,95,none,none,grid,23360,2,0
890,1205,501,39718,9.085634,9.644391957,Nigeria,Plateau,Barikin Ladi,TAFAN,1407.824212,5051,254,266,68.1,65,72,144,98,none,grid,grid,17230,2,0
891,888,184,38521,8.746105944,9.806460079,Nigeria,Plateau,Bassa,GABIA,1407.824212,3854,181,266,67.4,63,74,144,96,none,grid,grid,6090,2,0
892,915,211,38620,8.96175441,9.758414429,Nigeria,Plateau,Barikin Ladi,ZABOT,1407.824212,3953,244,266,71.4,63,70,168,91,none,none,grid,5990,2,0
893,1239,535,39918,9.930989827,9.221808726,Nigeria,Plateau,Kanam,NAMARAN,1407.824212,5251,212,266,67.7,64,66,152,99,none,none,grid,11840,2,0
894,1231,527,39821,8.9497686,9.465213546,Nigeria,Plateau,Barikin Ladi,MARIT/MAZAT,1407.824212,5154,249,266,68.1,65,68,152,97,none,grid,grid,3490,2,0
895,1112,408,39313,9.427587729,8.764667556,Nigeria,Plateau,Shendam,POESHIP,1407.824212,4646,288,266,68.9,62,70,144,95,none,none,grid,11600,2,0
896,1157,453,39472,9.661161302,9.475927955,Nigeria,Plateau,Kanke,KABWIR/GYANGYANG,1407.824212,4805,301,266,68.1,62,70,144,94,none,none,grid,8810,2,0
897,1361,113,34273,3.297345604,7.299581174,Nigeria,Ogun,Odeda,OBETE,1405.668895,5649,657,234,65.8,70,86,176,100,none,none,grid,15290,2,0
898,359,56,31432,5.323683529,9.098953829,Nigeria,Niger,Mokwa,LABOZHI,1404.878573,952,369,242,67.8,60,62,128,85,none,none,grid,9500,2,0
899,394,91,31546,6.083372023,9.31994552,Nigeria,Niger,Gbako,BATAKO,1402.76008,1066,409,242,74.2,105,180,360,124,none,none,grid,6050,3,0
900,369,66,31463,6.252579518,9.16797095,Nigeria,Niger,Katcha,ETSUGAIE,1402.201469,983,436,242,67.8,55,64,128,84,none,grid,grid,1720,2,0
901,979,275,38795,9.845272831,9.35597807,Nigeria,Plateau,Kanam,GUMSHER,1402.192915,4128,202,265,68.9,64,68,152,90,none,grid,grid,1090,2,0
902,1331,83,34184,2.779096013,6.919165595,Nigeria,Ogun,Egbado North,OHUNBE,1401.666992,5560,607,234,68.6,60,68,144,78,none,none,grid,9540,2,0
903,1415,167,34576,3.990419806,7.014550288,Nigeria,Ogun,Ijebu North,OMEN,1401.666992,5952,689,234,61.3,93,118,224,118,none,mini-grid,intercon,10500,3,0
904,972,268,38780,9.887011513,9.364814601,Nigeria,Plateau,Kanam,DENGI,1399.377267,4113,211,264,71.3,67,68,168,94,none,grid,grid,2310,2,0
905,1951,443,41332,5.328480059,13.71758552,Nigeria,Sokoto,Illela,ILLELA,1399.328735,7462,161,286,72.5,72,76,176,102,none,none,grid,3490,3,0
906,971,267,38779,8.710008795,9.66752632,Nigeria,Plateau,Jos South,VWANG,1393.74597,4112,302,263,63.4,65,56,128,97,none,none,grid,6720,2,0
907,801,97,38337,8.842873008,9.104825824,Nigeria,Plateau,Bokkos,TOFF,1393.553995,3670,0,263,73.5,65,72,176,90,none,none,mini-grid,38350,2,0
908,800,96,38334,9.869578576,9.100733319,Nigeria,Plateau,Langtang North,KUMBUR,1393.528032,3667,204,263,64.7,102,126,264,124,none,none,grid,4670,3,0
909,1464,216,34853,3.610392867,7.374694283,Nigeria,Ogun,Odeda,ILUGUN,1393.14622,6229,677,232,66.5,56,68,128,81,none,none,grid,7670,2,0
910,164,164,10629,8.916770505,6.624844999,Nigeria,Cross River,Bekwara,UKPAH,1391.975511,439,469,409,69.5,102,126,224,145,none,grid,grid,6290,3,0
911,0,0,10199,8.491508053,4.797198801,Nigeria,Cross River,Akpabuyo,IKANG CENTRAL,1391.634219,9,564,409,52,156,202,336,213,none,none,grid,10670,4,1
912,872,168,38494,10.03366159,9.651068704,Nigeria,Plateau,Kanam,GAGDIB,1391.24527,3827,0,262,70.7,63,78,168,99,mini-grid,mini-grid,mini-grid,41740,2,0
913,1471,223,34922,4.57383752,6.60918582,Nigeria,Ogun,Ogun waterside,AYEDE/LOMIRO,1388.885834,6298,694,231,70.1,62,66,152,82,none,none,grid,60290,2,0
914,19,19,10274,8.121556912,5.258219922,Nigeria,Cross River,Odukpani,EKI,1387.381532,84,507,408,77.5,107,124,368,151,none,none,grid,6750,3,1
915,1867,359,41196,5.464371102,13.56601337,Nigeria,Sokoto,Illela,DARNE/ TSOLAWO,1386.603027,7326,16,283,74.1,71,76,176,103,none,mini-grid,intercon,10550,3,0
916,1504,256,35116,3.34044825,7.217255305,Nigeria,Ogun,Abeokuta North,ILUGUN/IBEREKODO,1384.625448,6492,660,231,57,92,96,200,110,none,none,grid,8160,3,0
917,1560,52,40555,5.280029552,12.54127153,Nigeria,Sokoto,Tureta,KAMBAMA,1382.788479,6685,152,282,76.5,68,72,200,105,none,none,grid,4390,3,0
918,1018,314,38903,9.723499375,9.218481825,Nigeria,Plateau,Langtang North,WAROH,1382.483376,4236,309,261,69.5,62,72,144,92,none,grid,grid,7390,2,0
919,1196,492,39681,9.595658173,8.764536676,Nigeria,Plateau,Shendam,KALONG,1379.667728,5014,288,260,72.4,64,72,168,96,none,none,grid,11960,2,0
920,650,347,32893,6.772908221,9.501958291,Nigeria,Niger,Pailoro,GWAM,1378.740216,2413,332,238,69.7,64,62,136,85,none,none,grid,16750,2,0
921,449,146,31712,6.638054795,9.638363464,Nigeria,Niger,Bosso,MAITUMBI,1378.740216,1232,331,238,69.3,62,66,136,85,none,grid,grid,7980,2,0
922,517,214,31959,6.081918901,10.36996191,Nigeria,Niger,Rafi,KUSHIRKI SOUTH,1378.740216,1479,399,238,74.6,60,70,160,89,none,none,grid,19390,2,0
923,689,386,33643,3.665673915,10.24032519,Nigeria,Niger,Borgu,BABANNA,1378.740216,3163,-,238,68.2,75,80,200,101,none,mini-grid,mini-grid,168220,3,0
924,296,296,10974,8.612153961,6.732235835,Nigeria,Cross River,Yala,OBORU/OYE,1378.193575,784,574,405,69.8,102,106,256,140,none,none,grid,17720,3,0
925,206,206,10775,8.293136613,5.20742147,Nigeria,Cross River,Akamkpa,ONIMAN-KIONG,1378.193575,585,538,405,70.1,103,124,272,153,none,mini-grid,intercon,8460,3,1
926,111,111,10488,8.7839645,6.363680929,Nigeria,Cross River,Boki,EKPASHI,1378.193575,298,458,405,61.2,180,192,360,204,none,grid,grid,2860,4,1
927,1576,68,40611,5.079030922,12.68501917,Nigeria,Sokoto,Yabo,RUGGAR IYA,1376.17744,6741,116,281,70.4,71,74,160,104,none,grid,grid,10750,3,0
928,1275,27,34027,3.204009801,6.629899044,Nigeria,Ogun,Ado-Odo/Ota,IJU,1376.104676,5403,645,229,60.2,92,114,216,111,none,grid,grid,10730,3,0
929,1143,439,39435,9.202370819,9.544190787,Nigeria,Plateau,Mangu,GINDIRI  1,1374.036431,4768,268,259,71.3,64,74,152,94,none,grid,grid,2340,2,0
930,805,101,38350,9.05042961,9.159599124,Nigeria,Plateau,Bokkos,MUSHERE CENTRAL,1374.036431,3683,227,259,64.3,80,82,184,105,none,mini-grid,intercon,19200,3,0
931,280,280,10937,8.549921871,6.612326274,Nigeria,Cross River,Yala,OKUKU,1373.599596,747,563,404,54.1,163,160,352,200,none,grid,grid,4160,3,1
932,76,76,10421,8.554132346,6.033393062,Nigeria,Cross River,Ikom,OFUTOP II,1373.599596,231,565,404,67.2,125,156,296,172,none,mini-grid,intercon,9520,3,1
933,1858,350,41175,6.040734557,13.55497169,Nigeria,Sokoto,Sabon Birni,TSAMAYE,1370.023489,7305,62,280,66.2,83,86,192,115,none,none,grid,30480,3,0
934,991,287,38821,9.987539952,9.247295418,Nigeria,Plateau,Kanam,KUNKYAM,1368.405134,4154,217,258,69,62,70,144,90,none,none,grid,5870,2,0
935,62,62,10382,8.091478232,5.908907483,Nigeria,Cross River,Yakurr,AJERE,1367.979627,192,505,402,68.6,133,148,312,171,none,grid,grid,2600,3,1
936,1270,22,34013,3.196799827,6.553690597,Nigeria,Ogun,Ado-Odo/Ota,AGBARA/EJILA AWORI,1367.583904,5389,645,228,65.5,90,110,288,108,none,grid,grid,6440,3,0
937,1274,26,34021,4.122018511,6.625824575,Nigeria,Ogun,Ijebu East,IMOBI  II,1367.583904,5397,692,228,67.9,53,68,136,85,none,none,grid,6920,2,0
938,1258,10,33988,2.873999945,6.491295929,Nigeria,Ogun,Ipokia,MAUNI II,1367.583904,5364,629,228,58.2,89,110,216,111,none,none,grid,7790,3,0
939,349,46,31405,6.12891484,9.026329819,Nigeria,Niger,Katcha,SIDI SABA,1364.328297,925,419,235,70.8,59,68,144,83,none,none,grid,3330,2,0
940,1526,18,40461,4.81711897,12.14030431,Nigeria,Sokoto,Kebbe,GIRKAU,1364.111242,6591,46,278,79.3,73,84,224,109,none,mini-grid,intercon,8550,3,0
941,1382,134,34388,3.087200932,6.617796033,Nigeria,Ogun,Ado-Odo/Ota,KETU-ADIE-OWE,1363.323518,5764,628,227,57.2,86,106,184,109,none,mini-grid,intercon,5840,3,0
942,77,77,10422,8.532462688,6.036627164,Nigeria,Cross River,Obubra,OFUTOP II,1359.817661,232,565,400,47.9,95,72,104,144,none,mini-grid,intercon,12910,3,0
943,1522,14,40451,4.845981388,12.09361317,Nigeria,Sokoto,Kebbe,GIRKAU,1358.479304,6581,46,277,74.8,86,102,264,117,none,none,grid,15230,3,0
944,1974,466,41397,5.36419872,13.25405166,Nigeria,Sokoto,Wurno,LAHODU/G/BANGO,1355.326267,7527,5,277,75.5,67,70,176,104,none,grid,grid,1440,3,0
945,1394,146,34453,2.972949369,6.930809111,Nigeria,Ogun,Egbado North,IWOYE,1354.802746,5829,613,226,69.9,103,148,352,125,none,mini-grid,intercon,8400,3,0
946,1466,218,34877,3.564760565,7.32438284,Nigeria,Ogun,Odeda,ALABATA,1354.802746,6253,670,226,68,57,68,128,81,none,none,grid,7810,2,0
947,1449,201,34698,2.804628836,6.478190392,Nigeria,Ogun,Ipokia,MAUNI I,1354.802746,6074,629,226,63.3,94,108,232,117,none,none,grid,10000,3,0
948,698,395,33863,6.398840008,9.556165007,Nigeria,Niger,Bosso,BEJI,1354.720351,3383,446,234,70.5,58,62,136,80,none,grid,grid,8720,2,0
949,310,7,31310,6.617158718,8.617896576,Nigeria,Niger,Lapai,GULU/ANGUWA VATSA,1354.720351,830,453,234,69.2,57,64,136,83,none,mini-grid,intercon,27770,2,0
950,592,289,32287,4.621500577,9.791390564,Nigeria,Niger,Borgu,RIVERINE,1354.720351,1807,367,234,65.3,92,110,248,120,none,grid,grid,61460,3,0
951,1111,407,39310,9.623019648,8.610313516,Nigeria,Plateau,Shendam,KURUNGBAU (B),1351.511244,4643,292,255,71.5,60,68,160,89,none,none,grid,21210,2,0
952,1213,509,39739,9.03218446,9.594430487,Nigeria,Plateau,Barikin Ladi,TAFAN,1351.511244,5072,254,255,70.1,63,66,152,91,none,grid,grid,9730,2,0
953,1130,426,39363,9.346240147,9.453042857,Nigeria,Plateau,Pankshin,FIER,1351.511244,4696,282,255,72.5,61,72,168,89,none,none,grid,10480,2,0
954,357,54,31429,5.441810763,9.080649994,Nigeria,Niger,Edati,ROKOTA,1349.916378,949,373,233,71.6,56,68,144,84,none,mini-grid,intercon,13530,2,0
955,678,375,33450,6.178801068,9.038974649,Nigeria,Niger,Katcha,DZWAFU,1349.916378,2970,425,233,68.4,62,84,200,99,none,grid,grid,700,2,0
956,1067,363,39073,9.366238465,9.20481423,Nigeria,Plateau,Pankshin,CHIP,1348.695595,4406,281,254,65.8,79,84,200,110,none,none,grid,11710,3,0
957,14,14,10250,8.556476695,5.120072043,Nigeria,Cross River,Akamkpa,OJUK NORTH,1347.877251,60,566,396,60.4,126,138,264,164,none,none,grid,5340,3,1
958,1854,346,41167,5.119212547,13.52627446,Nigeria,Sokoto,Tangaza,SALEWA,1347.645115,7297,125,275,72.4,64,68,160,92,none,none,grid,18820,2,0
